id,name,price,list_price,discount_rate,rating_average,review_count,all_time_quantity_sold,authors,publisher_vn,manufacturer,isbn13,book_cover,number_of_page,publication_date,current_seller_name,inventory_status,stock,has_freeship,is_authentic,has_return_policy,cat1,cat2,cat3
52789367,Sách Nhà Giả Kim (Tái Bản),78000,95000,18,5.0,6076,39825,Paulo Coelho,Nhã Nam,Nhà Xuất Bản Hà Nội,,Bìa mềm,228.0,2020-04-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
22881852,English Grammar in Use Book w Ans,207100,218000,5,5.0,2625,12779,Raymond Murphy,Cambridge University,CAMBRIDGE UNIVERSITY,9781108430425,Bìa mềm,,2017-01-01,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,grammar-vocabulary-skills
750578,Sách Khi Hơi Thở Hóa Thinh Không,78400,109000,28,4.7,2305,62497,Paul Kalanithi,Omega Plus,Nhà Xuất Bản Dân Trí,,Bìa mềm,236.0,2017-07-26,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tieu-su-hoi-ky
150997930,Sách Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 4,84100,179000,53,4.7,1310,3199,Mishima Yomu,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa mềm,492.0,2021-12-12,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
22383811,Sách Becoming - Chất Michelle,231000,300000,23,4.8,1076,19933,Michelle Obama,First News - Trí Việt,Nhà Xuất Bản Tổng hợp TP.HCM,,Bìa cứng,520.0,2019-07-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tieu-su-hoi-ky
106149739,Sách Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 3,160000,179000,11,5.0,1032,2272,Mishima Yomu,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa mềm,644.0,2021-06-16,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
10392851,Sách Tôi Thấy Hoa Vàng Trên Cỏ Xanh,111000,150000,26,5.0,883,7530,Nguyễn Nhật Ánh,NXB Trẻ,NXB Trẻ,,Bìa mềm,378.0,2018-12-28,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
13446508,Sách Cánh Đồng Bất Tận (Tái Bản),75000,100000,25,5.0,820,6909,Nguyễn Ngọc Tư,NXB Trẻ,NXB Trẻ,,Bìa mềm,220.0,2019-01-04,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
568762,Sách Tam Quốc Diễn Nghĩa (Trọn Bộ 04 Tập),238000,350000,32,4.7,758,3205,La Quán Trung,Khang Việt Book,Nhà Xuất Bản Văn Học,,Bìa cứng,,,khangvietbook,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
181974015,Sách Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng (Tập 5),86430,129000,33,4.8,728,2081,Mishima Yomu,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa mềm,397.0,2022-05-05,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
149257065,Sách Keanu Reeves - Ma Trận Cuộc Đời (Bí Ẩn Đằng Sau Người Đàn Ông Tử Tế Nhất Hành Tinh),147000,168000,13,5.0,676,4984,Marc Shapiro,First News - Trí Việt,Nhà Xuất Bản Dân Trí,,Bìa mềm,320.0,2021-12-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,phong-su-ky-su
656342,Sách Thần Thoại Hy Lạp (Trọn Bộ 2 Tập),148920,219000,32,4.6,668,2849,"Nguyễn Hoàng Anh, Huỳnh Phan Thanh Yên",Khang Việt Book,Nhà Xuất Bản Văn Học,,Bìa cứng,640.0,2017-05-30,khangvietbook,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
2496281,Sách Đồi Gió Hú (Tái Bản),92400,120000,23,4.8,637,4976,Emily Bronte,Nhã Nam,Nhà Xuất Bản Văn Học,,Bìa mềm,492.0,2016-10-30,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
52785564,Sách Dịch Hạch (Nobel Văn Chương 1957),124800,160000,22,4.6,618,3829,Albert Camus,Nhã Nam,Nhà Xuất Bản Dân Trí,,Bìa mềm,392.0,2020-04-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
3082815,Tự Truyện Benjamin Franklin (Tái Bản),77800,109000,29,4.8,592,4247,Benjamin Franklin,Omega Plus,Nhà Xuất Bản Lao Động,,Bìa mềm,238.0,2018-01-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tieu-su-hoi-ky
22878271,Essential Grammar in Use Book with Answers Edition: A Self-Study Reference and Practice Book for Elementary Learners of English,169100,196000,14,5.0,538,3334,Raymond Murphy,Cambridge University,CAMBRIDGE UNIVERSITY,9781108430494,Bìa mềm,319.0,2024-03-13,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,grammar-vocabulary-skills
49181801,Sách Oxford Advanced Learner's Dictionary : Paperback - 10th Edition (With 1 Year's Access To Both Premium Online And App),689700,726000,5,5.0,538,2557,"Jennifer Bradbery, Diana Lea",Oxford University Press,Oxford University Press,9780194798488,Bìa mềm,,2020-01-16,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,dictionary,english-language-dictionary
46332534,Sách Sherlock Holmes Toàn Tập (3 Tập - Hộp Đứng) (Bìa Mềm)(Tái Bản),333000,495000,33,4.8,537,1680,Arthur Conan Doyle,Công Ty Cổ Phần Văn Hóa Đông A,Nhà Xuất Bản Văn Học,,Bìa mềm,,2019-01-12,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
20271894,Sách Hai Số Phận (Bìa Cứng) - Tặng Bookmark Happy Life,270250,270250,0,5.0,529,2048,Jeffrey Archer,Huy Hoàng Bookstore,Nhà Xuất Bản Văn Học,,Bìa cứng,,,Phương Đông Books,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
22881827,Complete IELTS B1 Student's Book with answer with CD-ROM,265000,307000,14,4.8,492,2716,Mark Harrison,Cambridge,CAMBRIDGE,9781107665774,Bìa mềm,198.0,,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,elts
463348,Sách Thép Đã Tôi Thế Đấy (Đinh Tị),98000,139000,29,4.8,485,4899,Nikolai A.Ostrovsky.,Đinh Tị,Không rõ,,Bìa mềm,,2015-12-08,Tiki Trading,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
19662184,Sách Một Lít Nước Mắt (Tái Bản 2019),75460,98000,23,4.8,481,3490,Kito Aya,Nhã Nam,Nhà Xuất Bản Hội Nhà Văn,,Bìa mềm,289.0,2019-06-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tieu-su-hoi-ky
87726602,Sách Hoàng Tử Thiên Tài - Hành Trình Gây Dựng Lại Đất Nước Đang Lâm Nguy - Tập 1,68670,109000,37,5.0,441,1016,Toru Toba,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa mềm,374.0,2021-04-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
444407,Sách Hai Vạn Dặm Dưới Biển,69800,99000,29,4.7,437,7349,Jules Verne,Đinh Tị,Không rõ,,Bìa mềm,431.0,2015-08-11,Tiki Trading,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
510195,Sách Tiếng Gọi Nơi Hoang Dã (Khang Việt),51500,72000,28,4.8,432,2181,Jack London,Khang Việt Book,Nhà Xuất Bản Văn Học,,Bìa cứng,207.0,2024-04-15,khangvietbook,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
50247004,Sách Vì Con Gái Tôi Có Thể Đánh Bại Cả Ma Vương - Tập 3,109000,119000,8,4.8,407,2018,CHIROLU,Skynovel,Nhà Xuất Bản Phụ Nữ,,Bìa mềm,408.0,2020-03-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
67873659,"Sách Diệt Slime Suốt 300 Năm, Tôi Levelmax Lúc Nào Chẳng Hay - Tập 9 (Tặng Kèm: 02 Postcard (9 x 14 cm) + 01 Bookmark)",78000,120000,35,5.0,370,1117,Morita Kisetsu,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa gập,416.0,2020-09-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
10568888,Sách Làm Đĩ (Tái Bản),34100,55000,38,4.8,364,1828,Vũ Trọng Phụng,Đinh Tị,Nhà Xuất Bản Văn Học,,Bìa mềm,220.0,2019-01-01,Tiki Trading,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
5914507,Sách Quân Vương (Tái Bản),61600,80000,23,4.8,351,3273,Machiavelli,Nhã Nam,Nhà Xuất Bản Hội Nhà Văn,,Bìa mềm,215.0,2018-10-11,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tieu-su-hoi-ky
23437685,English Vocabulary in Use: Pre-Intermediate and Intermediate Book with Answers: Vocabulary Reference and Practice (Kèm CD),183300,212000,14,5.0,349,2231,Stuart Redman,Cambridge University,CAMBRIDGE UNIVERSITY,9781108430470,Bìa mềm,264.0,,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,grammar-vocabulary-skills
194960730,Sách Nỗi buồn chiến tranh,97000,130000,25,5.0,346,4590,Bảo Ninh,NXB Trẻ,NXB Trẻ,,Bìa mềm,348.0,2022-08-22,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
273119803,Sách Cha Con Giáo Hoàng (Mario Puzo),101000,150000,33,4.7,342,3501,Mario Puzo,Công Ty Cổ Phần Văn Hóa Đông A,Nhà Xuất Bản Văn Học,,Bìa mềm,560.0,2016-07-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
571210,Combo Những Người Khốn Khổ (Trọn Bộ 3 Tập),266490,423000,37,4.7,341,1213,Victor Hugo,Khang Việt Book,Nhà Xuất Bản Văn Học,,Bìa cứng,1367.0,2017-01-11,khangvietbook,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
23437828,English Vocabulary in Use: Elementary Book with Answers Reprint Edition: Vocabulary Reference and Practice (CD-ROM),127300,147000,13,5.0,329,2240,Michael McCarthy,Cambridge University,CAMBRIDGE UNIVERSITY,9781108430432,Bìa mềm,174.0,,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,grammar-vocabulary-skills
182548592,Sách Thiên Sứ Nhà Bên – Tập 3,87000,95000,8,5.0,327,942,"Saekisan, Hanekoto",NXB Kim Đồng,Nhà Xuất Bản Kim Đồng,,Bìa mềm,324.0,2022-05-27,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
25203389,Advanced Grammar in Use Book with Answers  Edition: A Self-Study Reference and Practice Book for Advanced Learners of English,169100,196000,14,5.0,323,1940,Martin Hewings,Cambridge University,CAMBRIDGE UNIVERSITY,9781108430463,Bìa mềm,294.0,,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,grammar-vocabulary-skills
145898395,Sách Hoàng Tử Thiên Tài - Hành Trình Gây Dựng Lại Đất Nước Đang Lâm Nguy (Tập 2) ,66800,159000,58,5.0,313,710,Toru Toba,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa mềm,486.0,2021-12-12,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
76369604,Sách Chuyện Tình Thanh Xuân Bi Hài Của Tôi Quả Nhiên Là Sai Lầm Tập 11,51700,109000,53,5.0,311,999,Wataru WATARI,Thái Hà,Nhà Xuất Bản Hà Nội,,Bìa mềm,376.0,2021-01-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
168559521,Sách Sự Trung Thực Của Xác Chết – Ghi Chép Của Một Nhà Pháp Y,69400,99000,30,4.8,282,1807,Hajime Nishio,Thái Hà,Nhà Xuất Bản Thế Giới,,Bìa mềm,240.0,2022-02-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,phong-su-ky-su
204317934,Sách 1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà Tàng,237000,325000,27,5.0,273,2481,Trần Đặng Đăng Khoa,NXB Trẻ,NXB Trẻ,,Bìa mềm,776.0,2022-11-10,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,du-ky
167114300,"Sách Bị Đuổi Khỏi Nhóm Anh Hùng, Tôi Muốn Sống Tự Do Tự Tại Ở Vương Đô, Tập 3",95400,159000,40,5.0,270,679,Kiki,Ichi Light Novel,Nhà Xuất Bản Thế Giới,,Bìa mềm,540.0,2022-03-04,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
110448031,Sách Tội Ác Và Hình Phạt,370000,370000,0,4.7,243,923,Fyodor Dostoyevsky,Nhã Nam,Nhà Xuất Bản Hà Nội,,Bìa cứng,600.0,2021-07-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
48166619,Sách Chủ Tiệm Bánh Chiến Binh Và Cô Phục Vụ Người Máy (Tập 2),71190,113000,37,5.0,240,1225,Sow,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa mềm,368.0,2020-01-02,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
164273175,Sách Ma Vương Kiến Tạo – Hầm Ngục Kiên Cố Nhất Chính Là Thành Phố Hiện Đại (Tập 8),83400,139000,40,5.0,238,739,Rui Tsukiyo,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa mềm,392.0,2022-02-25,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
332626,Sách Oxford Learner's Pocket Dictionary : A Pocket-sized Reference to English Vocabulary (Fourth Edition),104500,110000,5,5.0,237,2744,Không rõ,Oxford University Press,Oxford University Press,9780194398725,Bìa mềm,528.0,2008-05-15,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,dictionary,english-language-dictionary
11119019,Sách Oxford Advanced Learner's Dictionary 8th Edition (With Vietnamese Translation) and CD - ROM (Paperback),653600,688000,5,4.8,235,1504,Oxford University Press,Đại Trường Phát,Oxford University Press,9786041055421.0,Paperback,2098.0,2015-03-14,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,dictionary,bilingual-dictionary
22881933,Complete IELTS B1 Workbook with answer & Audio CD,104500,121000,14,5.0,233,1427,Mark Harrison,Cambridge,CAMBRIDGE,9781107645523,,,,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,elts
53545654,Sách Titan – Gia Tộc Rockefeller,323300,499000,35,4.7,229,1724,Ron Chernow,Alphabooks,Nhà Xuất Bản Thế Giới,,Bìa cứng,1146.0,2020-04-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
155350472,Sách Spy Room - Lớp Học Điệp Viên 2: Manamusume Grete,72600,109000,33,5.0,224,565,Takemachi,Thái Hà,Nhà Xuất Bản Hà Nội,,Bìa mềm,352.0,2022-01-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
62648445,Sách Phù Thủy Thế Hệ Satori,98400,123000,20,5.0,222,669,Fujimaru,Ai Novel,Nhà Xuất Bản Thế Giới,,Bìa mềm,424.0,2022-01-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
25980689,Complete IELTS B2 Student's Book with answer & CD-Rom,265000,307000,14,5.0,219,1505,Mark Harrison,Cambridge,Không rõ,9781107695962,,,,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,elts
72744539,IELTS 15 ACADEMIC,142000,142000,0,4.8,219,1098,Cambridge,Công ty Cổ phần Sách Việt Nam,CAMBRIDGE,978-604-77-8391-5,Bìa mềm,140.0,,SAVINA,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,elts
16175517,Ba đỉnh cao thơ mới (Xuân Diệu - Nguyễn Bính - Hàn Mặc Tử),139000,139000,0,4.7,213,1234,Chu Văn Sơn,Công ty TNHH LINH TÂM,Nhà Xuất Bản Hội Nhà Văn,,,260.0,2019-05-17,Vân Sơn Garden,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,phe-binh-ly-luan-van-hoc
531103,Sách Không Gia Đình (Khang Việt),134000,268000,50,4.7,210,940,Hector Malot,Khang Việt Book,Nhà Xuất Bản Văn Học,,Bìa cứng,508.0,2023-07-20,khangvietbook,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
55101289,Khi Hơi Thở Hóa Thinh Không (Tái Bản 2020),98100,109000,10,5.0,207,873,"Paul Kalanithi, Paul Kalanithi",Alpha Books,Nhà Xuất Bản Lao Động,,,,,Nhà sách Fahasa,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tieu-su-hoi-ky
1822907,Sách Oxford Picture Dictionary English/Vietnamese 3 Ed. Dictionary,429400,452000,5,5.0,197,1127,"Norma Shapiro, Jayme Adelson - Goldstein",Oxford University Press,Không rõ,9780194505321.0,Paperback,320.0,2018-01-01,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,dictionary,bilingual-dictionary
150997935,Sách Biên Niên Sử Đế Chế Alexis - Kiêu Hùng Rung Chuyển Đất Trời - Tập 9,64300,153000,58,5.0,196,600,Akamitsu Awamura,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa mềm,376.0,2021-12-12,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
560521,Sách Sapiens : A Brief History Of Humankind,407700,425000,4,5.0,196,1387,Yuval Noah Harari,Penguin Random House,Penguin Random House,9780099590088.0,,512.0,2015-04-30,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,history-politics-social-sciences,social-sciences
155350479,Sách Thám Tử Đã Chết Tập 2,82400,109000,24,5.0,188,440,Nigozyu,Thái Hà,Nhà Xuất Bản Hà Nội,,Bìa mềm,352.0,2022-01-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
51574033,Sách Tây Du Ký Trọn Bộ 4 Tập,356320,524000,32,4.7,188,899,Ngô Thừa Ân,Khang Việt Book,Nhà Xuất Bản Văn Học,,Bìa cứng,1788.0,,khangvietbook,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
16176301,"Thơ điệu hồn & cấu trúc - Bình thơ, tiểu luận",179000,179000,0,4.7,186,1045,Chu Văn Sơn,Công ty TNHH LINH TÂM,Nhà Xuất Bản Hội Nhà Văn,,Bìa mềm tay gấp,416.0,2019-05-17,Vân Sơn Garden,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,phe-binh-ly-luan-van-hoc
276019606,Sách Không Gia Đình (Tái Bản),146000,215000,32,5.0,183,355,Hector Malot,Huy Hoàng Bookstore,Nhà Xuất Bản Văn Học,,Bìa mềm,612.0,2021-11-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
25679183,English Vocabulary in Use: Vocabulary Reference and Practice (CD-ROM),212000,212000,0,5.0,178,972,Michael McCarthy,Cambridge University,Đang cập nhật,9781108430340,Bìa cứng,,2024-03-13,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,grammar-vocabulary-skills
119226083,Sách Spy Room - Lớp Học Điệp Viên - Tập 1: Hanazono Lily (Tặng Kèm Bookmark Tròn),95200,119000,20,5.0,178,452,Takemachi,Thái Hà,Nhà Xuất Bản Thế Giới,,Bìa mềm,349.0,2021-08-16,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
165110107,Sách Thiên Sứ Nhà Bên – Tập 2,91200,95000,4,5.0,175,472,"Saekisan, Hanekoto",Wings Books,Nhà Xuất Bản Kim Đồng,,Bìa mềm,332.0,2022-02-28,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
183539219,Sách Thằng Huyện Con Hầu,67000,89000,25,5.0,173,835,Văn Võ,Tri Thức Trẻ Books,Nhà Xuất Bản Hội Nhà Văn,,Bìa mềm,196.0,2022-06-06,Tiki Trading,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tieu-su-hoi-ky
273119666,Sách Bố Già - Bìa Mềm,149000,230000,35,4.8,172,791,Mario Puzo,Đông A,Nhà Xuất Bản Văn Học,,Bìa mềm,644.0,2022-07-07,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
196515965,Sách Ai dám bảo rom-com không có ngoài đời thực - Tập 1,90300,129000,30,5.0,170,522,So Hajikano,Thái Hà,Nhà Xuất Bản Hà Nội,,,448.0,2022-08-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
84991801,Sách Chủ Tiệm Bánh Chiến Binh Và Cô Phục Vụ Người Máy - Tập 4,54200,129000,58,4.8,165,493,Sow,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa rời,444.0,2021-03-15,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
1725947,Combo Hồng Lâu Mộng (Trọn Bộ 4 Tập Bìa Cứng),339320,499000,32,4.7,164,715,Tào Tuyết Cần,Khang Việt Book,Nhà Xuất Bản Văn Học,,Bìa cứng,,2018-01-01,khangvietbook,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
278154529,Sách Ba Người Lính Ngự Lâm,192000,295000,35,5.0,162,19,Alexandre Dumas,Huy Hoàng Bookstore,Nhà Xuất Bản Văn Học,,Bìa cứng,680.0,2019-01-08,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
12053550,Sách Feynman Chuyện Thật Như Đùa (Tái Bản),163000,220000,26,4.8,161,1423,Richard P. Feynman,NXB Trẻ,NXB Trẻ,,Bìa mềm,440.0,2019-03-03,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tieu-su-hoi-ky
17371066,Sách Những Ngôi Sao Eger (Bìa Cứng),208000,260000,20,4.6,159,764,Gárdonyi Géza,Công Ty Cổ Phần Văn Hóa Đông A,Nhà Xuất Bản Dân Trí,,Bìa cứng,700.0,2019-05-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
186202652,Sách Hoàng Tử Thiên Tài – Hành Trình Gây Dựng Lại Đất Nước Đang Lâm Nguy (Tập 3),118485,149000,20,5.0,158,456,Toru Toba,Tsuki LightNovel,Nhà Xuất Bản Thế Giới,,Bìa mềm,408.0,2022-06-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
466710,Sách Gatsby Vĩ Đại (Song Ngữ Anh - Việt),126750,169000,25,4.7,157,973,F.Scott Fitzgerald,Hương Giang,Nhà Xuất Bản Thế Giới,,Bìa mềm,530.0,2015-06-24,Nhà sách Hương Giang,available,1000.0,True,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
219148748,Sách Chú bé mang Pyjama sọc,81000,102000,21,5.0,157,1694,John Boyne,Nhã Nam,Nhà Xuất Bản Hội Nhà Văn,,Bìa mềm,253.0,2023-02-02,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
22986051,Sách Atomic Habits,527000,527000,0,5.0,156,865,Random House Business,Penguin Random House,Penguin Random House,9781847941831.0,Bìa mềm,,,Nhà sách Fahasa,available,1000.0,True,False,True,sach-tieng-anh,biographies-memoirs,celebrities-famous-people
185909452,Sách Điệp Viên Hoàn Hảo X6 (Bìa Mềm),137060,178000,23,5.0,154,1680,Larry Berman,FIRST NEWS,Nhà Xuất Bản Hồng Đức,,Bìa mềm,392.0,2022-06-06,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tieu-su-hoi-ky
457248,Sách Cánh Buồm Đỏ Thắm,15900,26000,39,4.8,153,1485,Alếchxanđrơ Grin,Huy Hoàng Bookstore,Nhà Xuất Bản Văn Học,,Bìa mềm,131.0,2015-11-09,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
104739192,Sách Thuần Thú Sư Ở Dị Giới - Tập 1,95400,159000,40,5.0,151,342,Yusura Kankitsu,USAGI LIGHT NOVEL,Nhà Xuất Bản Thế Giới,,Bìa mềm,228.0,2021-06-15,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
170098856,Sách Đi Vòng Thế Giới Vẫn Quanh Một Người,88000,96000,8,4.8,150,886,Lam,Skybooks,Nhà Xuất Bản Phụ Nữ Việt Nam,,Bìa mềm,240.0,2022-03-03,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tho
196409700,Sách Công Chúa Ma Cà Rồng Quyền Năng Chỉ Muốn Có Một Người Em Gái Mà Thôi,140000,175000,20,5.0,146,433,Hiironoame,USAGI LIGHT NOVEL,Nhà Xuất Bản Phụ Nữ,,Bìa mềm,480.0,2022-09-01,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,light-novel
197657911,Sách Tiếng Núi,200000,250000,20,4.8,145,1231,Kawabata Yasunari,Nhã Nam,Nhà Xuất Bản Hà Nội,,Bìa cứng,384.0,2022-09-09,Tiki Trading,available,1000.0,False,True,True,sach-truyen-tieng-viet,sach-van-hoc,tac-pham-kinh-dien
23439017,English Vocabulary in Use: Upper-Intermediate Book with Answers Reprint Edition: Vocabulary Reference and Practice,183300,212000,14,5.0,144,952,Michael McCarthy,Cambridge University,Không rõ,9781108430524,,,,Nhà sách Fahasa,available,1000.0,True,True,True,sach-tieng-anh,education-teaching,grammar-vocabulary-skills
